Sentence #	Word	NPOS	Tag	
	for	IN	O
	10	CD	O
	days	NNS	O
	,	,	O
	on	IN	O
	it	PRP	O
	+	VBZ	O
	losartan	NN	O
	for	IN	O
	8	CD	O
	days	NNS	O
	,	,	O
	+	JJ	O
	losartan	NN	O
	only	RB	O
	for	IN	O
	4	CD	O
	days	NNS	O
	0	0	O
Sentence: 77	@doctorchristian	NN	O
	is	VBZ	O
	my	PRP$	O
	memory	NN	O
	really	RB	O
	bad	JJ	O
	due	JJ	O
	to	TO	O
	900mg	CD	O
	seroquel	NN	O
	and	CC	O
	120mg	CD	O
	cymbalta	NN	O
	or	CC	O
	the	DT	O
	bipolar	JJ	O
	itself	PRP	O
	?	.	O
	i'm	RB	O
	not	RB	B-ADR
	remembering	VBG	I-ADR
	conversations	NNS	O
	0	0	O
Sentence: 78	@basic_chunnel	NNS	O
	@bromethazine	VBP	O
	i'm	JJ	O
	pretty	RB	O
	lucid	NN	O
	in	IN	O
	all	DT	O
	my	PRP$	O
	dreams	NNS	O
	,	,	O
	and	CC	O
	the	DT	O
	seroquel	NN	O
	drowsiness	NN	B-ADR
	carried	VBD	O
	over	IN	O
	into	IN	O
	the	DT	O
	dream	NN	O
	.	.	O
	lolol	NN	O
	.	.	O
	0	0	O
Sentence: 79	i	NN	O
	can	MD	O
	only	RB	O
	get	VB	O
	about	IN	O
	7-8	JJ	O
	hours	NNS	O
	of	IN	O
	sleep	NN	B-ADR
	on	IN	I-ADR
	my	PRP$	I-ADR
	own	JJ	I-ADR
	.	.	I-ADR
	but	CC	I-ADR
	i	JJ	I-ADR
	got	VBD	I-ADR
	at	IN	I-ADR
	least	JJS	I-ADR
	16	CD	I-ADR
	hours	NNS	I-ADR
	with	IN	O
	seroquel	NN	O
	.	.	O
	i	NN	O
	now	RB	O
	see	VB	O
	how	WRB	O
	people	NNS	O
	can	MD	O
	get	VB	O
	addicted	VBN	O
	.	.	O
	0	0	O
Sentence: 80	maybe	RB	O
	cos	NN	O
	of	IN	O
	the	DT	O
	insulin	NN	O
	blocking	VBG	O
	effect	NN	O
	of	IN	O
	seroquel	NN	O
	but	CC	O
	i	NN	O
	do	VBP	O
	feel	VB	O
	sugar	NN	B-ADR
	crashes	NNS	I-ADR
	when	WRB	O
	eat	NN	O
	fast	RB	O
	carbs	NN	O
	.	.	O
	will	MD	O
	feel	VB	B-ADR
	ill	RB	I-ADR
	.	.	O
	so	RB	O
	avoid	JJ	O
	where	WRB	O
	poss	NN	O
	.	.	O
	0	0	O
Sentence: 81	trazodone	NN	O
	isn't	NN	O
	working	VBG	O
	.	.	O
	can't	NNS	O
	take	VB	O
	seroquel	NN	O
	at	IN	O
	430	CD	O
	am	VBP	O
	or	CC	O
	i	VBP	O
	won't	NNS	B-ADR
	wake	VB	I-ADR
	up	RP	I-ADR
	until	IN	O
	after	IN	O
	2	CD	O
	pm	NN	O
	.	.	O
	stuck	NN	O
	,	,	O
	painfully	RB	O
	awake	VBP	O
	.	.	O
	0	0	O
Sentence: 82	why	WRB	O
	do	VBP	O
	i	VB	O
	not	RB	B-ADR
	remember	VB	I-ADR
	going	VBG	O
	to	TO	O
	bed	VB	O
	or	CC	O
	waking	VBG	O
	up	RP	O
	(the	JJ	O
	answer	NN	O
	:	:	O
	probably	RB	O
	seroquel)	NN	O
	0	0	O
Sentence: 83	personally	RB	O
	i	JJ	O
	prefer	VBP	O
	staying	VBG	O
	up	RP	O
	until	IN	O
	i	JJ	O
	get	VBP	O
	hallucinations	NNS	O
	,	,	O
	to	TO	O
	taking	VBG	O
	seroquel	NN	O
	to	TO	O
	get	VB	O
	to	TO	O
	sleep	VB	O
	,	,	O
	but	CC	O
	only	RB	O
	because	IN	O
	it's	NN	O
	more	RBR	O
	fun	NN	O
	for	IN	O
	me	PRP	O
	0	0	O
Sentence: 84	i	JJ	O
	can't	NNS	O
	take	VB	O
	this	DT	O
	:	:	O
	(	(	O
	i	VB	O
	thought	VBN	O
	having	VBG	O
	seroquel	NN	O
	would	MD	O
	make	VB	O
	it	PRP	O
	easier	JJR	O
	but	CC	O
	nope	NN	O
	.	.	O
	my	PRP$	O
	whole	JJ	O
	body	NN	O
	feels	NNS	B-ADR
	like	IN	I-ADR
	i	NNS	I-ADR
	have	VBP	I-ADR
	raw	VBN	I-ADR
	nerve	NN	I-ADR
	endings	NNS	I-ADR
	going	VBG	O
	crazy	JJ	O
	0	0	O
Sentence: 85	you	PRP	O
	don't	VBP	O
	know	VB	O
	insomnia	NN	O
	until	IN	O
	you	PRP	O
	take	VBP	O
	2	CD	O
	seroquel	NN	O
	and	CC	O
	work	NN	O
	out	RB	O
	at	IN	O
	3am	CD	O
	.	.	O
	0	0	O
Sentence: 86	@suedoelawyer	NN	O
	and	CC	O
	with	IN	O
	seroquel	NN	O
	i	NNS	O
	take	VBP	O
	half	NN	O
	of	IN	O
	a	DT	O
	25mg	CD	O
	pill	NN	O
	.	.	O
	and	CC	O
	it	PRP	O
	knocks	VBZ	O
	me	PRP	O
	out;	IN	O
	i	NN	O
	can	MD	O
	sleep	VB	B-ADR
	for	IN	I-ADR
	12	CD	I-ADR
	straight	JJ	I-ADR
	hours	NNS	I-ADR
	0	0	O
Sentence: 87	waitt..here	WRB	O
	it	PRP	O
	comes..the	VBZ	O
	#seroquel	NN	O
	is	VBZ	O
	pulling	VBG	O
	me	PRP	O
	under..also	JJ	O
	i	RB	O
	now	RB	O
	have	VBP	O
	the	DT	O
	sudden	JJ	O
	urge	NN	B-ADR
	to	TO	I-ADR
	procure	VB	I-ADR
	food.	NN	I-ADR
	.	.	O
	#fmlimugly	RB	O
	0	0	O
Sentence: 88	but	CC	O
	i	VBP	O
	don't	VBP	O
	want	VBP	O
	to	TO	O
	take	VB	O
	an	DT	O
	ambien	NN	O
	or	CC	O
	trazodone	NN	O
	or	CC	O
	anything	NN	O
	because	IN	O
	i	JJ	O
	dint	NN	O
	wanna	NN	O
	restart	VB	O
	my	PRP$	O
	dependence	NN	B-ADR
	upon	IN	O
	them	PRP	O
	0	0	O
Sentence: 89	i	NN	O
	think	VBP	O
	it's	JJ	O
	bad	JJ	O
	i'm	NN	O
	consistently	RB	O
	in	IN	O
	bed	NN	O
	by	IN	O
	9	CD	O
	and	CC	O
	asleep	RB	B-ADR
	by	IN	O
	9	CD	O
	:	:	O
	15	CD	O
	.	.	O
	#trazodone	NN	O
	0	0	O
Sentence: 90	holy	NN	O
	shit	NN	O
	,	,	O
	that	IN	O
	trazodone	NN	O
	actually	RB	O
	knocked	VBD	B-ADR
	me	PRP	I-ADR
	the	DT	I-ADR
	fuck	NN	I-ADR
	out	IN	I-ADR
	and	CC	O
	took	VBD	O
	me	PRP	O
	for	IN	O
	a	DT	O
	ride	NN	O
	0	0	O
Sentence: 91	wide	JJ	O
	awake	NN	O
	and	CC	O
	this	DT	O
	trazodone	NN	O
	starting	VBG	O
	to	TO	O
	feel	VB	O
	like	IN	O
	a	DT	O
	sugar	NN	O
	pill.	NN	O
	.	.	O
	i'd	VB	O
	actually	RB	O
	prefer	VB	O
	to	TO	O
	be	VB	O
	at	IN	O
	work	NN	O
	right	RB	O
	bout	RB	O
	now	RB	O
	.	.	O
	0	0	O
Sentence: 92	trazodone	NN	O
	is	VBZ	O
	fun	RB	O
	because	IN	O
	you	PRP	O
	get	VBP	O
	high	JJ	B-ADR
	,	,	O
	slowly	RB	O
	fade	VBN	O
	into	IN	O
	sleep	NN	O
	,	,	O
	then	RB	O
	wake	VB	O
	up	RP	O
	drunk	NN	B-ADR
	as	IN	O
	hell	NN	O
	.	.	O
	0	0	O
Sentence: 93	i	JJ	O
	wish	JJ	O
	xanax	NN	O
	made	VBD	O
	me	PRP	O
	tired	JJ	O
	.	.	O
	i	NN	O
	also	RB	O
	wish	JJ	O
	ambien	NN	O
	,	,	O
	trazodone	NN	O
	,	,	O
	lorazepam	NN	O
	,	,	O
	lunesta	NN	O
	,	,	O
	and	CC	O
	temazepam	NN	O
	did	VBD	O
	too	RB	O
	.	.	O
	#tolerance	NN	B-ADR
	#fml	NN	O
	0	0	O
Sentence: 94	trazodone	NN	O
	has	VBZ	O
	screwed	VBN	O
	up	RP	O
	my	PRP$	O
	sleep	JJ	B-ADR
	schedule	NN	I-ADR
	.	.	O
	its	PRP$	O
	helping	VBG	O
	tho	NN	O
	.	.	O
	0	0	O
Sentence: 95	@nighttraumadoc	IN	O
	it	PRP	O
	works	VBZ	O
	otherwise	RB	O
	.	.	O
	my	PRP$	O
	pcp	NN	O
	started	VBD	O
	me	PRP	O
	on	IN	O
	trazodone	NN	O
	before	IN	O
	.	.	O
	i	NN	O
	felt	VBD	B-ADR
	like	IN	I-ADR
	i.had	FW	I-ADR
	a	DT	I-ADR
	frontal	JJ	I-ADR
	lobotomy	NN	I-ADR
	the	DT	O
	following	JJ	O
	day	NN	O
	0	0	O
Sentence: 96	my	PRP$	O
	philly	RB	O
	dr	JJ	O
	prescribed	IN	O
	me	PRP	O
	trazodone	NN	O
	,	,	O
	1pill	CD	O
	made	VBD	O
	me	PRP	O
	so	IN	O
	fkn	JJ	O
	sick	NN	B-ADR
	,	,	O
	couldnt	JJ	B-ADR
	move	NN	I-ADR
	2day.xtreme	CD	O
	migraine	NN	B-ADR
	,	,	O
	puke	NN	B-ADR
	,	,	O
	shakes	NNS	B-ADR
	.	.	O
	any1else	JJ	O
	get	NN	O
	that	IN	O
	react	NN	O
	?	.	O
	0	0	O
Sentence: 97	rt	NN	O
	@aprilhunter	NN	O
	:	:	O
	my	PRP$	O
	philly	RB	O
	dr	JJ	O
	prescribed	IN	O
	me	PRP	O
	trazodone	NN	O
	,	,	O
	1pill	CD	O
	made	VBD	O
	me	PRP	O
	so	IN	O
	fkn	JJ	O
	sick	NN	B-ADR
	,	,	O
	couldnt	JJ	O
	move	NN	O
	2day.xtreme	CD	O
	migraine	NN	B-ADR
	,	,	O
	puke	NN	B-ADR
	,	,	O
	shakes	NNS	B-ADR
	.	.	O
	any1else	JJ	O
	�	NN	O
	0	0	O
Sentence: 98	i	NN	O
	went	VBD	O
	down	RB	O
	to	TO	O
	100	CD	O
	mg	NN	O
	of	IN	O
	trazodone	NN	O
	at	IN	O
	night	NN	O
	.	.	O
	the	DT	O
	nightmares	NNS	B-ADR
	are	VBP	O
	gone	VBN	O
	but	CC	O
	my	PRP$	O
	insomnia	NN	B-ADR
	got	VBD	O
	worse	JJR	O
	.	.	O
	0	0	O
Sentence: 99	sick	NN	O
	of	IN	O
	feeling	NN	O
	tired	VBN	B-ADR
	.	.	O
	fed	VBN	O
	up	IN	O
	of	IN	O
	meds	NNS	O
	not	RB	O
	working	VBG	O
	.	.	O
	loads	NNS	O
	to	TO	O
	do	VB	O
	today	NN	O
	&	CC	O
	no	DT	B-ADR
	freaking	JJ	I-ADR
	motivation	NN	I-ADR
	or	CC	O
	energy	NN	B-ADR
	#venlafaxine	CD	O
	#day9	NN	O
	0	0	O
Sentence: 100	11	CD	O
	hours	NNS	O
	sleep	JJ	B-ADR
	and	CC	O
	still	RB	O
	i	VB	O
	feel	NN	O
	tired	JJ	B-ADR
	and	CC	O
	dizzy	JJ	B-ADR
	#venlafaxine	NN	O
	#day10	NN	O
	0	0	O
Sentence: 101	so	IN	O
	it	PRP	O
	seems	VBZ	O
	that	IN	O
	if	IN	O
	i	JJ	O
	take	VBP	O
	#venlafaxine	NN	O
	in	IN	O
	am	VBP	O
	i	JJ	O
	am	VBP	O
	drowsy	JJ	B-ADR
	all	DT	O
	day	NN	O
	.	.	O
	if	IN	O
	i	JJ	O
	take	VBP	O
	in	IN	O
	pm	NN	O
	i	NN	O
	don�t	VBP	B-ADR
	sleep	RB	I-ADR
	well	RB	I-ADR
	.	.	O
	go	VB	O
	figure	NN	O
	.	.	O
	#day14	NN	O
	0	0	O
Sentence: 102	feel	NN	B-ADR
	crap	NN	I-ADR
	every	DT	I-ADR
	morning	NN	I-ADR
	.	.	O
	wake	VB	O
	up	RP	O
	after	IN	O
	another	DT	O
	restless	NN	B-ADR
	night	NN	I-ADR
	and	CC	O
	just	RB	O
	want	VB	O
	to	TO	O
	cry	VB	O
	.	.	O
	#venlafaxine	VB	O
	#day16	NN	O
	0	0	O
Sentence: 103	i	RB	O
	low	JJ	O
	carb	NN	O
	but	CC	O
	have	VBP	O
	just	RB	O
	eaten	VBN	O
	my	PRP$	O
	body	NN	O
	weight	NN	O
	in	IN	O
	freakin	JJ	O
	carbs	NN	O
	!	.	O
	i	NN	O
	only	RB	O
	hope	VBP	O
	the	DT	O
	carb	NN	B-ADR
	cravings	NNS	I-ADR
	are	VBP	O
	because	IN	O
	i�m	JJ	O
	coming	VBG	O
	off	RP	O
	the	DT	O
	#venlafaxine	NN	O
	0	0	O
Sentence: 104	@raj1410	JJ	O
	i'm	NN	O
	now	RB	O
	on	IN	O
	venlafaxine	NN	O
	my	PRP$	O
	main	JJ	O
	issue	NN	O
	is	VBZ	O
	the	DT	O
	cataplexy	JJ	O
	haha	NN	O
	just	RB	O
	ask	VB	O
	@hannahrogerson	NN	O
	this	DT	O
	is	VBZ	O
	the	DT	O
	third	JJ	O
	i've	NN	O
	tried	VBN	O
	.	.	O
	what	WP	O
	are	VBP	O
	you	PRP	O
	on	IN	O
	?	.	O
	0	0	O
Sentence: 105	dreamt	NN	B-ADR
	i	NN	O
	was	VBD	O
	squirting	VBG	O
	acid	NN	O
	at	IN	O
	wood	NN	O
	lice	NN	O
	-	:	O
	i	NN	O
	woke	VBD	O
	screaming	VBG	O
	when	WRB	O
	they	PRP	O
	came	VBD	O
	at	IN	O
	me	PRP	O
	.	.	O
	i	VB	O
	do	VBP	O
	hope	VB	O
	the	DT	O
	dreams	NNS	B-ADR
	are	VBP	O
	the	DT	O
	#venlafaxine	JJ	O
	withdrawal	NN	B-ADR
	.	.	O
	0	0	O
Sentence: 106	@zombie_girl_2	NN	O
	i	NN	O
	tried	VBD	O
	that	IN	O
	going	VBG	O
	cold	JJ	O
	turkey	NN	O
	on	IN	O
	venlafaxine	NN	O
	and	CC	O
	depakote	NN	O
	is	VBZ	O
	not	RB	O
	a	DT	O
	good	JJ	O
	idea	NN	O
	i	NN	O
	dreamt	VBP	B-ADR
	colours	NNS	I-ADR
	and	CC	O
	lost	VBN	B-ADR
	my	PRP$	I-ADR
	fucking	NN	I-ADR
	mind	NN	I-ADR
	aghh	NN	O
	!	.	O
	0	0	O
Sentence: 107	high	JJ	O
	off	IN	O
	tramadol	NN	O
	and	CC	O
	venlafaxine	NN	O
	in	IN	O
	school	NN	O
	omg	NN	O
	help	NN	O
	i'm	VB	O
	falling	VBG	B-ADR
	asleep	RB	I-ADR
	here	RB	O
	0	0	O
Sentence: 108	i've	NN	O
	had	VBD	O
	a	DT	O
	lovely	RB	O
	,	,	O
	relaxing	VBG	O
	day	NN	O
	,	,	O
	but	CC	O
	end	VBP	O
	it	PRP	O
	weighed	VBD	O
	down	RB	O
	by	IN	O
	nonspecific	JJ	O
	foreboding	NN	O
	and	CC	O
	crushing	VBG	O
	sense	NN	O
	of	IN	O
	guilt	JJ	O
	#depression	NN	O
	#venlafaxine	NN	O
	0	0	O
Sentence: 109	holy	NN	O
	shit	VBD	O
	no	DT	O
	more	RBR	O
	xanax	NNS	O
	or	CC	O
	risperidone	NN	O
	.	.	O
	i	NN	O
	will	MD	O
	have	VB	O
	withdrawals	NNS	O
	.	.	O
	still	RB	O
	on	IN	O
	viibryd	NNS	O
	but	CC	O
	it's	JJ	O
	next	JJ	O
	.	.	O
	it	PRP	O
	makes	VBZ	O
	me	PRP	O
	the	DT	O
	sickest	NN	B-ADR
	.	.	O
	0	0	O
Sentence: 110	@mvrcivl	JJ	O
	vyvanse	NN	O
	got	VBD	O
	me	PRP	O
	up	IN	O
	like	IN	O
	zombies.	NN	B-ADR
	.	.	O
	xan's	NN	O
	put	VBD	O
	me	PRP	O
	down	RP	O
	,	,	O
	them	PRP	O
	bitches	VBZ	O
	call	VB	O
	me	PRP	O
	romney.	VB	O
	.	.	O
	the	DT	O
	way	NN	O
	i	JJ	O
	steady	JJ	O
	clown	NN	O
	#txfreestyle	NN	O
	#barrdout	NN	O
	0	0	O
Sentence: 111	@jordantaylor068	NN	O
	yeah	NN	O
	,	,	O
	i'm	NN	O
	on	IN	O
	vyvanse	NN	O
	and	CC	O
	sometimes	RB	O
	i	NNS	O
	have	VBP	O
	to	TO	O
	be	VB	O
	reminded	VBN	O
	to	TO	O
	eat	VB	B-ADR
	because	IN	I-ADR
	i	NN	I-ADR
	just	RB	I-ADR
	forget	VB	I-ADR
	.	.	O
	0	0	O
Sentence: 112	vyvanse	NN	O
	make	VBP	O
	me	PRP	O
	so	IN	O
	hyper	JJ	B-ADR
	and	CC	O
	creative	JJ	O
	and	CC	O
	i	JJ	O
	think	NN	O
	of	IN	O
	so	RB	O
	many	JJ	O
	tweets	NNS	O
	0	0	O
Sentence: 113	vyvanse	NN	O
	=	VBZ	O
	5	CD	O
	lines	NNS	O
	of	IN	O
	coke	NN	O
	.	.	O
	can't	NN	B-ADR
	.	.	I-ADR
	stop	NN	I-ADR
	.	.	I-ADR
	moving	VBG	I-ADR
	.	.	O
	0	0	O
Sentence: 114	@guccigreenery	NN	O
	i	NN	O
	felt	VBD	B-ADR
	drugged	VBN	I-ADR
	on	IN	O
	ritalin	NN	O
	.	.	O
	i	JJ	O
	love	VBP	O
	vyvanse	NN	O
	.	.	O
	i	JJ	O
	can't	VBP	O
	tell	VB	O
	i'm	NN	O
	on	IN	O
	it	PRP	O
	except	IN	O
	for	IN	O
	feeling	VBG	O
	better	JJR	O
	and	CC	O
	calmer	JJR	O
	and	CC	O
	more	RBR	O
	structured	JJ	O
	0	0	O
Sentence: 115	when	WRB	O
	im	NN	O
	tweaked	VBD	O
	off	IN	O
	vyvanse	NN	O
	i	NN	O
	cant	VBP	O
	go	VB	O
	into	IN	O
	my	PRP$	O
	room...cuse	NN	O
	if	IN	O
	i	JJ	O
	look	VBP	O
	at	IN	O
	my	PRP$	O
	shoes	NNS	O
	ill	VB	O
	lose	JJ	B-ADR
	focus	NN	I-ADR
	of	IN	O
	everything	NN	O
	and	CC	O
	just	RB	O
	think	VB	O
	bout	IN	O
	them	PRP	O
	0	0	O
Sentence: 116	the	DT	O
	come	VBN	B-ADR
	down	RP	I-ADR
	on	IN	O
	vyvanse	NN	O
	kicks	NNS	O
	my	PRP$	O
	ass	NN	O
	every	DT	O
	time	NN	O
	0	0	O
